name,price,engineSize,year,mileage,fuelType,ratio
Audi A3 8V,124899,1498 ,2018 ,10 km,Benzyna,83377.16955941255
Volkswagen Caravelle,163900,1968 ,2019 ,5 km,Diesel,83282.52032520325
Seat Arona,83200,1000 ,2019 ,5 km,Benzyna,83200
BMW Seria 7 G11/12,249000,2993 ,2018 ,13 000 km,Diesel,83194.119612429
Jeep Grand Cherokee IV,249200,3000 ,2018 ,2 km,Diesel,83066.66666666666
Mercedes-Benz GLC,177900,2143 ,2018 ,18 972 km,Diesel,83014.46570228651
Volkswagen Tiguan II,165900,2000 ,2019 ,1 km,Benzyna,82950
BMW X2,165900,2000 ,2018 ,9 950 km,Benzyna,82950
Mercedes-Benz GLC,176900,2143 ,2018 ,19 293 km,Diesel,82547.83014465703
Volkswagen Passat B8,161500,1968 ,2019 ,1 km,Diesel,82063.0081300813
Volkswagen Passat B8,160500,1968 ,2019 ,1 km,Diesel,81554.87804878049
Opel Insignia B,129899,1598 ,2019 ,1 km,Benzyna,81288.48560700877
Opel Grandland X,99900,1229 ,2018 ,1 km,Benzyna,81285.59804719283
Volkswagen T-Roc,121900,1500 ,2019 ,1 km,Benzyna,81266.66666666667
Kia Pro_cee'd,129680,1600 ,2019 ,4 km,Benzyna,81050
Kia Pro_cee'd,129680,1600 ,2019 ,4 km,Benzyna,81050
Kia Pro_cee'd,129680,1600 ,2019 ,4 km,Benzyna,81050
Kia Pro_cee'd,129680,1600 ,2019 ,4 km,Benzyna,81050
Kia Pro_cee'd,129680,1600 ,2019 ,4 km,Benzyna,81050
Kia Pro_cee'd,129680,1600 ,2019 ,4 km,Benzyna,81050
Volvo XC 90 II,159500,1969 ,2017 ,26 000 km,Benzyna,81005.58659217878
Seat Arona,80900,1000 ,2019 ,5 km,Benzyna,80900
Seat Leon III,159999,1984 ,2018 ,10 km,Benzyna,80644.65725806452
Jeep Compass,109900,1368 ,2018 ,1 km,Benzyna,80336.25730994152
Nissan Qashqai II,106970,1332 ,2018 ,1 km,Benzyna,80307.80780780781
Volkswagen Tiguan II,157900,1968 ,2019 ,1 km,Diesel,80233.73983739837
Volkswagen Multivan,157900,1968 ,2019 ,10 km,Diesel,80233.73983739837
BMW Seria 1 F20,119900,1499 ,2018 ,1 000 km,Benzyna,79986.65777184791
Volkswagen Tiguan II,159900,2000 ,2019 ,1 km,Diesel,79950
BMW 3GT,159900,2000 ,2018 ,7 726 km,Diesel,79950
BMW Seria 7 G11/12,239000,3000 ,2017 ,28 000 km,Diesel,79666.66666666667
Mercedes-Benz Klasa E W213,155000,1950 ,2018 ,16 500 km,Diesel,79487.17948717948
Škoda Kodiaq,156384,1968 ,2019 ,1 km,Diesel,79463.41463414635
Mercedes-Benz Klasa E W213,154900,1950 ,2018 ,41 600 km,Diesel,79435.89743589744
Volkswagen Tiguan II,158250,2000 ,2018 ,5 km,Diesel,79125
Mercedes-Benz Klasa E W213,154000,1950 ,2018 ,20 317 km,Diesel,78974.35897435898
Volkswagen Tiguan II,117990,1500 ,2019 ,5 km,Benzyna,78660
Seat Tarraco,154600,1968 ,2019 ,10 km,Diesel,78556.91056910569
Škoda Karoq,157000,2000 ,2019 ,5 km,Benzyna,78500
Volkswagen Golf VII,78500,1000 ,2019 ,1 km,Benzyna,78500
Volkswagen Golf VII,78500,1000 ,2019 ,1 km,Benzyna,78500
Volkswagen Tiguan II,156900,2000 ,2019 ,1 km,Diesel,78450
Audi A6 C8,153600,1968 ,2017 ,51 000 km,Diesel,78048.78048780488
Volvo S90,153660,1969 ,2018 ,8 km,Diesel,78039.61401726765
Jeep Renegade,77900,999,2018 ,1 km,Benzyna,77977.97797797798
Volkswagen Golf Sportsvan,116900,1500 ,2018 ,1 km,Benzyna,77933.33333333334
Škoda Superb III,116500,1498 ,2019 ,1 km,Benzyna,77770.36048064085
Volvo S90,155000,2000 ,2017 ,61 000 km,Diesel,77500
Audi S3 8V,155000,2000 ,2017 ,59 000 km,Benzyna,77500
Audi Q7 II,229900,2967 ,2015 ,89 700 km,Diesel,77485.67576676779
Audi Q7 II,229900,2967 ,2015 ,89 900 km,Diesel,77485.67576676779
Volkswagen Tiguan II,151900,1968 ,2019 ,1 km,Diesel,77184.9593495935
Volkswagen Caravelle,151900,1968 ,2018 ,1 km,Diesel,77184.9593495935
Škoda Scala,77000,998,2019 ,8 km,Benzyna,77154.30861723446
Seat Arona,77000,999,2018 ,10 km,Benzyna,77077.07707707708
Volkswagen Passat B8,153900,2000 ,2019 ,1 km,Diesel,76950
Mercedes-Benz Klasa E W213,149900,1950 ,2018 ,21 200 km,Diesel,76871.79487179487
Toyota C-HR,91900,1197 ,2018 ,5 800 km,Benzyna,76775.27151211361
Jeep Compass,104900,1368 ,2018 ,6 km,Benzyna,76681.28654970761
Škoda Kodiaq,153000,2000 ,2018 ,7 km,Diesel,76500
Land Rover Discovery Sport,152900,1999 ,2016 ,98 412 km,Diesel,76488.24412206103
Jaguar F-Pace,229000,3000 ,2018 ,8 000 km,Benzyna,76333.33333333333
Mercedes-Benz Klasa E W213,148800,1950 ,2018 ,39 592 km,Benzyna,76307.69230769231
Škoda Superb III,151950,1998 ,2019 ,2 km,Benzyna,76051.05105105105
BMW Seria 3 F30,228000,2998 ,2018 ,7 282 km,Benzyna,76050.70046697799
Škoda Octavia III,150499,1984 ,2019 ,1 km,Benzyna,75856.35080645162
Volkswagen Golf VII,113500,1498 ,2019 ,1 km,Benzyna,75767.69025367156
Jeep Compass,105900,1400 ,2018 ,1 km,Benzyna,75642.85714285714
Volkswagen Caravelle,148500,1968 ,2018 ,5 km,Diesel,75457.31707317072
Volkswagen Passat B8,112900,1498 ,2018 ,1 km,Benzyna,75367.15620827771
Honda Civic X,112750,1498 ,2019 ,1 km,Benzyna,75267.02269692924
Mercedes-Benz Klasa C W205,119900,1595 ,2018 ,18 565 km,Benzyna,75172.41379310345
Škoda Kodiaq,148999,1984 ,2018 ,2 000 km,Benzyna,75100.30241935483
Opel Vivaro II,119990,1598 ,2018 ,6 km,Diesel,75087.60951188987
Suzuki Vitara II,74900,998,2018 ,4 km,Benzyna,75050.1002004008
Audi A3 8V,149900,2000 ,2018 ,5 km,Diesel,74950
Kia Sportage IV,119817,1600 ,2018 ,4 km,Diesel,74885.625
Jeep Compass,102200,1368 ,2019 ,5 km,Benzyna,74707.60233918129
BMW Seria 3 F30,148970,1995 ,2018 ,18 651 km,Diesel,74671.67919799499
Volkswagen Tiguan II,146900,1968 ,2019 ,1 km,Diesel,74644.30894308943
Mercedes-Benz CLA,119000,1595 ,2016 ,18 500 km,Benzyna,74608.15047021944
Volkswagen Golf VII,111900,1500 ,2019 ,1 km,Benzyna,74600
Volkswagen Multivan,149000,2000 ,2018 ,1 km,Diesel,74500
Jeep Compass,101900,1368 ,2018 ,1 km,Benzyna,74488.30409356725
Volkswagen Touran III,148900,2000 ,2019 ,1 km,Diesel,74450
Mercedes-Benz Klasa C W205,119000,1600 ,2016 ,115 000 km,Benzyna,74375
Volkswagen Golf VII,74300,999,2019 ,1 km,Benzyna,74374.37437437437
Škoda Kodiaq,145999,1968 ,2019 ,1 km,Diesel,74186.4837398374
Renault Captur,66500,900,2018 ,43 km,Benzyna,73888.88888888889
Nissan Qashqai II,95901,1300 ,2018 ,1 km,Benzyna,73770
Škoda Octavia III,145499,1984 ,2019 ,1 km,Benzyna,73336.18951612904
Audi A7 C7,219900,3000 ,2016 ,62 000 km,Diesel,73300
Honda Civic X,109699,1498 ,2019 ,1 km,Benzyna,73230.30707610147
Volkswagen Touran III,143900,1968 ,2019 ,1 km,Diesel,73119.918699187
Opel Grandland X,145999,1997 ,2018 ,1 km,Diesel,73109.16374561843
Volkswagen Passat B8,145900,2000 ,2019 ,1 km,Diesel,72950
BMW Seria 3 F30,145500,1995 ,2017 ,18 100 km,Diesel,72932.33082706768
Seat Tarraco,145800,2000 ,2019 ,1 km,Diesel,72900
Volkswagen Caravelle,142900,1968 ,2018 ,10 km,Diesel,72611.78861788618
Volkswagen Touran III,142900,1968 ,2019 ,1 km,Diesel,72611.78861788618
Audi S6 C7,289900,3993 ,2016 ,59 994 km,Benzyna,72602.05359378914
Volkswagen Golf VII,108900,1500 ,2019 ,1 km,Benzyna,72600
Land Rover Range Rover Sport II,299900,4134 ,2019 ,5 000 km,Diesel,72544.75084663765
Volkswagen Golf VII,144900,2000 ,2019 ,1 km,Benzyna,72450
Volkswagen Tiguan II,144900,2000 ,2019 ,1 km,Diesel,72450
Kia Stinger,144790,2000 ,2018 ,8 km,Benzyna,72395
Volkswagen Passat B8,144780,2000 ,2019 ,5 km,Diesel,72390
Volkswagen Golf VII,108400,1500 ,2019 ,5 km,Benzyna,72266.66666666667
Nissan X-Trail III,143900,1995 ,2018 ,1 km,Diesel,72130.32581453634
Audi A6 C7,144000,1998 ,2016 ,122 000 km,Diesel,72072.07207207207
Nissan Micra K13,64500,898,2018 ,1 km,Benzyna,71826.280623608
Mercedes-Benz Klasa E W213,139900,1950 ,2017 ,28 700 km,Diesel,71743.58974358974
Volkswagen Touran III,140900,1968 ,2019 ,1 km,Diesel,71595.52845528456
Subaru Forester IV,142990,2000 ,2018 ,5 000 km,Benzyna,71495
Volkswagen Tiguan II,142900,2000 ,2019 ,1 km,Diesel,71450
Mercedes-Benz CLA,113740,1595 ,2018 ,13 000 km,Benzyna,71310.3448275862
Škoda Karoq,139999,1968 ,2019 ,1 km,Diesel,71137.70325203253
Volkswagen Multivan,139900,1968 ,2017 ,49 500 km,Diesel,71087.39837398374
Volkswagen Passat B8,106400,1498 ,2019 ,5 km,Benzyna,71028.03738317758
Volkswagen Tiguan II,139600,1968 ,2016 ,53 592 km,Diesel,70934.9593495935
Volkswagen Golf VII,70900,1000 ,2019 ,1 km,Benzyna,70900
Volkswagen Tiguan II,139500,1968 ,2019 ,1 km,Diesel,70884.14634146342
Jeep Renegade,94316,1332 ,2018 ,1 km,Benzyna,70807.80780780781
Audi A3 8V,98700,1395 ,2017 ,54 000 km,Benzyna,70752.68817204301
Volkswagen Arteon,139900,1984 ,2017 ,25 000 km,Benzyna,70514.1129032258
Jaguar XJ X351,209900,2995 ,2015 ,40 000 km,Benzyna,70083.47245409015
Hyundai Tucson II,111990,1598 ,2018 ,6 723 km,Diesel,70081.35168961203
Volkswagen Multivan,137900,1968 ,2019 ,10 km,Diesel,70071.13821138212
Volkswagen Golf VII,69900,999,2017 ,25 500 km,Benzyna,69969.96996996997
Volkswagen Polo VI,69900,999,2019 ,1 km,Benzyna,69969.96996996997
Škoda Karoq,139900,2000 ,2019 ,9 km,Diesel,69950
Volkswagen Tiguan II,139900,2000 ,2019 ,1 km,Diesel,69950
Land Rover Discovery Sport,139900,2000 ,2016 ,72 435 km,Diesel,69950
Volvo XC 90 II,139800,2000 ,2017 ,119 871 km,Diesel,69900
Audi A4 B9,138600,1984 ,2015 ,79 392 km,Benzyna,69858.87096774194
Mercedes-Benz GLA,139000,1991 ,2015 ,76 003 km,Benzyna,69814.16373681567
Peugeot 2008,83550,1199 ,2019 ,1 km,Benzyna,69683.06922435363
Opel Insignia B,103799,1490 ,2019 ,1 km,Benzyna,69663.75838926174
Volkswagen Tiguan II,136960,1968 ,2019 ,1 km,Diesel,69593.49593495936
Mercedes-Benz CLA,110800,1595 ,2018 ,7 000 km,Benzyna,69467.08463949844
Seat Leon III,104000,1500 ,2018 ,5 km,Benzyna,69333.33333333333
Seat Ateca,137490,1984 ,2018 ,1 km,Benzyna,69299.39516129032
Volkswagen T-Roc,137500,1986 ,2019 ,5 km,Benzyna,69234.64249748239
Peugeot 2008,82990,1199 ,2019 ,1 km,Benzyna,69216.01334445372
Nissan Qashqai II,89901,1300 ,2018 ,1 km,Benzyna,69154.61538461538
Ford Fiesta Mk8,68990,998,2018 ,1 km,Benzyna,69128.25651302605
Peugeot 508,137900,1997 ,2018 ,6 329 km,Diesel,69053.58037055584
Jeep Renegade,68895,999,2018 ,1 km,Benzyna,68963.96396396396
Toyota RAV4 IV,171260,2487 ,2019 ,1 km,Hybryda,68862.08283071974
Toyota RAV4 IV,171250,2487 ,2019 ,1 km,Hybryda,68858.06192199438
Toyota RAV4 IV,171240,2487 ,2018 ,1 km,Hybryda,68854.041013269
Toyota RAV4 IV,171240,2487 ,2019 ,1 km,Hybryda,68854.041013269
Honda CR-V IV,109900,1597 ,2016 ,96 559 km,Diesel,68816.53099561679
Volkswagen Caddy IV,95900,1395 ,2018 ,5 km,Benzyna,68745.51971326164
Jeep Grand Cherokee IV,206000,3000 ,2018 ,1 500 km,Diesel,68666.66666666667
Volkswagen Golf VII,102900,1500 ,2019 ,5 km,Benzyna,68600
Volkswagen Tiguan II,134900,1968 ,2019 ,1 km,Diesel,68546.74796747968
Volkswagen Tiguan II,134500,1968 ,2019 ,1 km,Diesel,68343.49593495936
Renault Captur,61500,900,2018 ,37 km,Benzyna,68333.33333333333
Volkswagen T-Roc,135550,1984 ,2019 ,10 km,Benzyna,68321.57258064517
Porsche 911 991,259000,3800 ,2012 ,102 300 km,Benzyna,68157.8947368421
Volkswagen Tiguan II,133900,1968 ,2018 ,12 700 km,Diesel,68038.61788617885
Mercedes-Benz Klasa X,155900,2298 ,2018 ,4 km,Diesel,67841.60139251524
Mercedes-Benz GLA,135000,1991 ,2014 ,24 567 km,Benzyna,67805.12305374183
Mercedes-Benz Klasa C W205,108000,1595 ,2017 ,24 278 km,Benzyna,67711.59874608151
Mercedes-Benz GLA,107900,1595 ,2016 ,41 938 km,Benzyna,67648.90282131662
Nissan Qashqai II,80900,1197 ,2018 ,4 000 km,Benzyna,67585.63074352549
Volkswagen Crafter,133000,1968 ,2019 ,1 098 km,Diesel,67581.30081300813
Ford Kuga II,134900,1997 ,2019 ,1 km,Diesel,67551.32699048573
Volkswagen Passat B8,135069,2000 ,2019 ,5 km,Diesel,67534.5
Škoda Kodiaq,132900,1968 ,2017 ,34 395 km,Diesel,67530.48780487805
Volkswagen Passat B8,134890,1998 ,2018 ,900 km,Diesel,67512.51251251252
Opel Mokka,91999,1364 ,2018 ,1 km,Benzyna,67447.94721407625
Opel Mokka,91999,1364 ,2018 ,1 km,Benzyna,67447.94721407625
Honda Civic X,67399,1000 ,2017 ,14 912 km,Benzyna,67399
Audi A6 C7,199900,2967 ,2017 ,51 537 km,Diesel,67374.45230872936
Volkswagen Crafter,132000,1968 ,2018 ,5 km,Diesel,67073.17073170732
Volkswagen Polo VI,66900,1000 ,2019 ,1 km,Benzyna,66900
Volkswagen Crafter,131500,1968 ,2018 ,7 km,Diesel,66819.1056910569
BMW X3 F25,133230,1995 ,2016 ,90 450 km,Diesel,66781.95488721805
Volkswagen Passat B8,133359,2000 ,2019 ,5 km,Diesel,66679.5
Opel Insignia B,99900,1500 ,2019 ,5 km,Benzyna,66600
Ford Focus Mk4,99500,1499 ,2019 ,1 km,Benzyna,66377.58505670447
Volkswagen Touran III,132600,2000 ,2019 ,5 km,Diesel,66300
Volkswagen Golf VII,99400,1500 ,2019 ,5 km,Benzyna,66266.66666666667
Nissan Micra K13,59500,898,2018 ,4 000 km,Benzyna,66258.35189309577
Seat Alhambra II,130000,1968 ,2018 ,19 200 km,Diesel,66056.91056910569
Volkswagen Golf VII,105500,1600 ,2019 ,1 km,Diesel,65937.5
Volkswagen Golf VII,98900,1500 ,2019 ,5 km,Benzyna,65933.33333333334
Volkswagen Golf VII,98900,1500 ,2019 ,5 km,Benzyna,65933.33333333334
Opel Mokka,89900,1364 ,2018 ,257 km,Benzyna,65909.09090909091
Mercedes-Benz GLE,359900,5461 ,2016 ,49 000 km,Benzyna,65903.68064457059
Renault Kadjar,87600,1332 ,2019 ,4 477 km,Benzyna,65765.76576576577
Citroën C3 Aircross,78830,1199 ,2018 ,1 km,Benzyna,65746.4553794829
Hyundai Tucson II,104150,1591 ,2019 ,1 km,Benzyna,65461.97360150849
Volkswagen Polo VI,65149,999,2018 ,1 km,Benzyna,65214.21421421421
BMW X4 F26,129800,1995 ,2015 ,100 000 km,Diesel,65062.65664160401
Audi A6 C7,129800,1995 ,2017 ,165 000 km,Diesel,65062.65664160401
Audi A6 C7,129900,1998 ,2015 ,53 500 km,Diesel,65015.01501501501
Honda HR-V II,97350,1498 ,2018 ,1 km,Benzyna,64986.64886515354
Volkswagen Passat B8,129900,2000 ,2018 ,5 km,Diesel,64950
Mazda 6 III,129500,1998 ,2018 ,4 km,Benzyna,64814.81481481481
Volkswagen Touran III,127500,1968 ,2019 ,1 km,Diesel,64786.58536585365
Seat Leon III,90667,1400 ,2018 ,10 km,Benzyna,64762.14285714286
Toyota C-HR,77500,1197 ,2017 ,34 745 km,Benzyna,64745.19632414369
Škoda Octavia III,96899,1498 ,2018 ,1 km,Benzyna,64685.580774365815
Škoda Karoq,127300,1968 ,2018 ,40 757 km,Diesel,64684.9593495935
Opel Mokka,87999,1364 ,2018 ,1 km,Benzyna,64515.395894428155
Audi TT 8S,129000,2000 ,2015 ,52 000 km,Benzyna,64500
Volvo V40 II,126900,1969 ,2018 ,8 km,Diesel,64448.95886236668
Renault Kadjar,85600,1332 ,2019 ,4 395 km,Benzyna,64264.26426426427
Volkswagen Golf VII,89900,1400 ,2018 ,21 500 km,Benzyna,64214.28571428571
BMW Seria 3 F30,128000,1995 ,2018 ,5 km,Diesel,64160.40100250626
Škoda Karoq,102500,1598 ,2019 ,8 km,Diesel,64142.67834793492
Škoda Scala,96000,1498 ,2019 ,8 km,Benzyna,64085.447263017355
Volkswagen Golf VII,125500,1968 ,2019 ,1 km,Diesel,63770.32520325203
Hyundai Tucson II,101350,1591 ,2019 ,1 km,Benzyna,63702.07416719045
Mazda CX-9,159000,2500 ,2017 ,12 000 km,Benzyna,63600
Citroën C3 Aircross,76300,1200 ,2018 ,2 km,Benzyna,63583.333333333336
BMW X4 F26,126800,1995 ,2015 ,143 000 km,Diesel,63558.89724310777
Nissan X-Trail III,111200,1750 ,2018 ,1 km,Diesel,63542.857142857145
Volvo XC 60 I,124900,1969 ,2017 ,59 000 km,Diesel,63433.214829862874
Mercedes-Benz Klasa A W176,126500,1997 ,2016 ,88 300 km,Benzyna,63345.01752628943
Ford Focus Mk4,94900,1499 ,2019 ,1 km,Benzyna,63308.872581721145
BMW Seria 6 F12/13,189800,3000 ,2015 ,63 500 km,Diesel,63266.666666666664
Nissan Qashqai II,84200,1332 ,2019 ,1 km,Benzyna,63213.21321321322
Renault Trafic III,100990,1598 ,2019 ,10 km,Diesel,63197.74718397998
Volkswagen Amarok,187400,2967 ,2019 ,10 km,Diesel,63161.44253454668
Mercedes-Benz Klasa X,144900,2298 ,2017 ,7 000 km,Diesel,63054.83028720626
Volkswagen Golf VII,94500,1500 ,2019 ,5 km,Benzyna,63000
Mercedes-Benz Klasa C W205,135000,2143 ,2018 ,15 000 km,Diesel,62995.80027998133
Seat Leon III,87900,1400 ,2018 ,10 km,Benzyna,62785.71428571428
Mitsubishi Eclipse Cross,94000,1499 ,2018 ,1 km,Benzyna,62708.472314876584
Mini Cooper S,125000,1998 ,2018 ,1 900 km,Benzyna,62562.56256256256
Volkswagen Touran III,124900,2000 ,2019 ,1 km,Diesel,62450
Citroën DS5,124900,2000 ,2018 ,5 km,Diesel,62450
Ford Mondeo Mk5,124900,2000 ,2017 ,35 000 km,Diesel,62450
DS Automobiles DS 5,99900,1600 ,2018 ,5 km,Benzyna,62437.5
Citroën C3 Aircross,74800,1200 ,2018 ,2 km,Benzyna,62333.333333333336
Volkswagen Touran III,122620,1968 ,2019 ,10 km,Diesel,62306.91056910569
Renault Captur,55900,898,2018 ,5 207 km,Benzyna,62249.443207126955
Kia Sportage IV,124490,2000 ,2018 ,10 km,Diesel,62245
Nissan Qashqai II,80901,1300 ,2018 ,1 km,Benzyna,62231.53846153846
Škoda Octavia III,92990,1500 ,2019 ,5 km,Benzyna,61993.333333333336
Jaguar XF X260,123900,1999 ,2016 ,90 000 km,Diesel,61980.99049524762
Volkswagen Golf VII,121900,1968 ,2019 ,1 km,Diesel,61941.0569105691
Volkswagen Golf Sportsvan,121900,1968 ,2019 ,1 km,Diesel,61941.0569105691
Volkswagen Polo VI,61900,1000 ,2018 ,6 000 km,Benzyna,61900
Volkswagen Golf VII,98900,1598 ,2019 ,1 km,Diesel,61889.86232790989
Seat Ateca,98900,1600 ,2017 ,10 km,Diesel,61812.5
Jaguar XF X260,123500,2000 ,2017 ,37 000 km,Diesel,61750
Volkswagen Golf VII,121500,1968 ,2019 ,1 km,Diesel,61737.80487804878
Volkswagen Golf VII,98500,1598 ,2019 ,1 km,Diesel,61639.549436796
Škoda Octavia III,122199,1984 ,2018 ,1 km,Benzyna,61592.23790322581
Citroën C3 Aircross,73900,1200 ,2018 ,2 km,Benzyna,61583.333333333336
Seat Ibiza V,91999,1498 ,2019 ,10 km,Benzyna,61414.552736982645
Ford Focus Mk4,91900,1499 ,2019 ,1 km,Benzyna,61307.538358905935
Mercedes-Benz Klasa C W205,121900,1991 ,2016 ,55 694 km,Benzyna,61225.51481667504
Seat Leon III,91500,1500 ,2018 ,10 km,Benzyna,61000
Škoda Octavia III,122000,2000 ,2019 ,5 km,Diesel,61000
Škoda RAPID,60990,1000 ,2018 ,5 778 km,Benzyna,60990
Toyota C-HR,109600,1798 ,2018 ,24 321 km,Hybryda,60956.618464961066
Volkswagen Touran III,121900,2000 ,2018 ,1 km,Diesel,60950
Kia Sportage IV,97326,1600 ,2018 ,4 km,Benzyna,60828.75
Mazda 6 III,132900,2191 ,2017 ,10 700 km,Diesel,60657.23413966226
Volkswagen Passat B8,121139,2000 ,2019 ,5 km,Diesel,60569.5
Volvo V90,121000,2000 ,2017 ,30 440 km,Benzyna,60500
Kia Sportage IV,96790,1600 ,2018 ,4 km,Benzyna,60493.75
Renault Trafic III,96667,1598 ,2019 ,2 km,Diesel,60492.490613266586
Lexus,119900,1987 ,2019 ,1 km,Benzyna,60342.22445898339
Opel Astra K,96399,1598 ,2019 ,1 km,Benzyna,60324.780976220274
Renault Captur,80300,1333 ,2018 ,1 km,Benzyna,60240.06001500375
Mercedes-Benz Klasa B W246,88000,1461 ,2018 ,39 649 km,Diesel,60232.71731690623
Mercedes-Benz Klasa A W176,119900,1991 ,2015 ,106 000 km,Benzyna,60220.99447513812
BMW X5 F15,179900,2993 ,2014 ,77 900 km,Diesel,60106.91613765453
Lexus GS IV,119900,1998 ,2015 ,109 500 km,Benzyna,60010.01001001002
Volvo XC 60 I,119000,1984 ,2017 ,70 000 km,Diesel,59979.83870967742
Ford Focus Mk4,89900,1499 ,2018 ,1 km,Benzyna,59973.3155436958
BMW Seria 1 F20,119900,2000 ,2018 ,16 400 km,Benzyna,59950
Citroën C4 Grand Picasso II,119900,2000 ,2018 ,2 km,Diesel,59950
Škoda RAPID,59900,1000 ,2018 ,7 km,Benzyna,59900
Škoda RAPID,59750,999,2018 ,10 km,Benzyna,59809.809809809805
Opel Astra K,83499,1399 ,2019 ,1 km,Benzyna,59684.77483917084
Nissan Qashqai I,79490,1332 ,2019 ,2 km,Benzyna,59677.177177177175
Nissan X-Trail III,104400,1750 ,2018 ,1 km,Diesel,59657.142857142855
Lexus IS III,119000,1999 ,2017 ,19 000 km,Benzyna,59529.76488244122
Infiniti Q50,119000,2000 ,2017 ,37 878 km,Benzyna,59500
Nissan X-Trail III,95000,1598 ,2016 ,24 136 km,Diesel,59449.311639549436
Mazda 6 III,118700,1998 ,2018 ,2 400 km,Benzyna,59409.4094094094
Opel Mokka,80999,1364 ,2018 ,1 km,Benzyna,59383.43108504399
BMW X5 F15,178000,3000 ,2015 ,44 600 km,Benzyna,59333.333333333336
Opel Astra K,82999,1399 ,2017 ,32 000 km,Benzyna,59327.37669764117
Audi A6 C7,175990,2967 ,2017 ,131 000 km,Diesel,59315.80721267273
Opel Crossland X,70999,1199 ,2019 ,1 km,Benzyna,59215.17931609674
Škoda Superb III,118000,1997 ,2019 ,7 km,Diesel,59088.632949424136
Škoda Fabia III,59000,1000 ,2018 ,7 km,Benzyna,59000
Dacia Sandero Stepway,52760,898,2019 ,10 km,Benzyna,58752.783964365255
Renault Koleos,117500,2000 ,2018 ,8 800 km,Diesel,58750
Citroën C4 Grand Picasso II,87900,1500 ,2018 ,2 km,Diesel,58600
Mercedes-Benz Klasa G W463,320000,5461 ,2013 ,47 195 km,Benzyna,58597.326496978574
Škoda Superb III,87757,1498 ,2019 ,10 km,Benzyna,58582.777036048064
Volkswagen Golf VII,93500,1598 ,2019 ,1 km,Diesel,58510.63829787234
Honda Civic IX,87500,1498 ,2017 ,15 709 km,Benzyna,58411.214953271025
Renault Captur,69900,1197 ,2018 ,3 000 km,Benzyna,58395.98997493734
Volkswagen Crafter,114900,1968 ,2018 ,5 km,Diesel,58384.14634146341
Audi Q5 8R,114900,1968 ,2015 ,68 400 km,Diesel,58384.14634146341
Mazda 6 III,145100,2488 ,2018 ,5 200 km,Benzyna,58319.93569131833
BMW X6 F16,174900,3000 ,2016 ,159 900 km,Diesel,58300
Opel Astra K,92999,1598 ,2018 ,1 km,Benzyna,58197.12140175219
Mercedes-Benz Klasa A W176,115990,2000 ,2015 ,55 000 km,Benzyna,57995
BMW Seria 1 F20,86900,1499 ,2017 ,15 600 km,Benzyna,57971.981320880586
Opel Astra K,81099,1399 ,2018 ,1 km,Benzyna,57969.26375982845
Audi A4 B9,114900,1984 ,2015 ,80 921 km,Benzyna,57913.3064516129
Volkswagen Polo VI,57900,1000 ,2019 ,1 km,Benzyna,57900
Jeep Grand Cherokee IV,370400,6400 ,2019 ,1 km,Benzyna,57875
Ford Tourneo Custom,115499,2000 ,2018 ,1 km,Diesel,57749.5
Mercedes-Benz Vito W447,91990,1598 ,2018 ,6 km,Diesel,57565.7071339174
Mercedes-Benz Vito W447,91990,1598 ,2018 ,6 km,Diesel,57565.7071339174
Volkswagen Golf Sportsvan,68900,1197 ,2017 ,15 275 km,Benzyna,57560.568086883875
Škoda RAPID,57500,999,2019 ,1 km,Benzyna,57557.55755755756
Volkswagen Golf VII,85900,1498 ,2019 ,1 km,Benzyna,57343.12416555407
Volkswagen Golf VII,85900,1498 ,2019 ,1 km,Benzyna,57343.12416555407
Volkswagen Passat B8,114643,2000 ,2019 ,5 km,Diesel,57321.5
Volkswagen Golf VII,91500,1598 ,2019 ,1 km,Diesel,57259.073842302874
Škoda RAPID,57200,999,2019 ,1 km,Benzyna,57257.25725725726
Toyota RAV4 IV,142600,2494 ,2018 ,15 km,Hybryda,57177.22534081796
Opel Crossland X,68499,1199 ,2019 ,1 km,Benzyna,57130.10842368641
Seat Leon III,85600,1500 ,2019 ,5 km,Benzyna,57066.66666666667
Mazda CX-5,141900,2488 ,2017 ,39 260 km,Benzyna,57033.762057877815
Škoda Octavia III,90899,1598 ,2018 ,1 km,Diesel,56882.97872340426
Jeep Grand Cherokee IV,169900,3000 ,2016 ,104 800 km,Diesel,56633.333333333336
Ford Tourneo Courier,56500,999,2018 ,5 km,Benzyna,56556.556556556556
Volkswagen Golf VII,113000,2000 ,2015 ,46 000 km,Benzyna,56500
Jaguar XJ X351,169000,2993 ,2017 ,28 301 km,Diesel,56465.08519879719
Volkswagen up!,56389,999,2018 ,1 000 km,Benzyna,56445.445445445446
Opel Zafira C,89999,1598 ,2018 ,1 km,Benzyna,56319.774718397995
Opel Astra K,89990,1598 ,2018 ,6 km,Benzyna,56314.14267834793
Opel Mokka,76799,1364 ,2018 ,1 km,Benzyna,56304.25219941349
Dacia Sandero II,50450,898,2019 ,1 km,Benzyna,56180.400890868594
Volkswagen Golf VII,89500,1598 ,2019 ,1 km,Diesel,56007.509386733414
Dacia Duster,72700,1299 ,2019 ,1 km,Benzyna,55966.12779060816
Audi Q5 8R,109900,1968 ,2015 ,26 354 km,Diesel,55843.49593495935
